"title","company","location","link","description"
"Devops Engineer","PDG Consulting","New York, NY","https://www.linkedin.com/jobs/view/devops-engineer-at-pdg-consulting-4321885957?position=18&pageNum=0&refId=a6vM9FZU54yRH5LeMf3gmg%3D%3D&trackingId=8Pne6OGN%2FvlpHrb4GKj2VQ%3D%3D","Overview

We are seeking a DevOps Engineer to set up, manage, and automate software development operations and processes. The ideal candidate will have strong experience in CI/CD pipelines, cloud service management, and infrastructure monitoring to support efficient, secure, and scalable software delivery.

Responsibilities


Design, implement, and manage CI/CD pipelines to streamline software deployment and integration.
Oversee cloud-based systems and infrastructure management, ensuring reliability and performance.
Automate workflows for system administration, documentation, and monitoring.
Support the development and deployment of AI chatbot infrastructures and related frameworks.
Collaborate with developers, QA engineers, and IT teams to optimize the software lifecycle.


Requirements


Minimum 4 years of experience in ICT systems support, including system administration, documentation, and monitoring.
Hands-on experience with cloud platforms, especially Amazon Web Services (AWS).
Proven experience creating and maintaining AI chatbot infrastructures or similar automation frameworks.
Previous experience working within the UN system is an advantage.
Excellent command of English (required).
Knowledge of French and Arabic is considered an advantage.


Powered by JazzHR"
"DevOps Engineer - 100% Remote","The Dignify Solutions, LLC","Newtown Square, PA","https://www.linkedin.com/jobs/view/devops-engineer-100%25-remote-at-the-dignify-solutions-llc-4347005722?position=19&pageNum=0&refId=a6vM9FZU54yRH5LeMf3gmg%3D%3D&trackingId=SWwzN6AGVXkNPHMoZ%2BPtpw%3D%3D","Summary: The main function of a DevOps Engineer is to design, develop, implement, test, and maintain business and computer applications software or specialized utility programs including mainframe and client/server applications, and major enhancement of existing systems

Job Responsibilities: Fine-tune and improve a variety of sophisticated software implementation projects Gather and analyze system requirements, document specifications, and develop software solutions to meet client needs and data Analyze and review enhancement requests and specifications Implement system software and customize to client requirements Prepare the detailed software specifications and test plans Code new programs to client's specifications and create test data for testing Modify existing programs to new standards and conduct unit testing of developed programs Create migration packages for system testing, user testing, and implementation Provide quality assurance reviews Perform post-implementation validation of software and resolve any bugs found during testing


A solid foundation in computer science, with strong competencies in data structures, algorithms, and software design.
Large systems software design and development experience.
Experience performing in-depth troubleshooting and unit testing with both new and legacy production systems.
Experience in programming and experience with problem diagnosis and resolution.
SAC Experience (1-2 YOE)
Ariba ATHENA Report generation (Some experience)"
"CloudOps Engineer","Protera","United States","https://www.linkedin.com/jobs/view/cloudops-engineer-at-protera-4336621571?position=20&pageNum=0&refId=a6vM9FZU54yRH5LeMf3gmg%3D%3D&trackingId=IY7YKpgqiYPGJ%2BpBnSNOrQ%3D%3D","Summary

As a CloudOps Engineer at Protera, you will play a crucial role in maintaining and optimizing our cloud infrastructure. You will be responsible for monitoring and managing cloud services, ensuring the performance and reliability of our cloud applications, and automating processes to enhance operational efficiency. You will work closely with development teams to improve deployment practices and manage incidents in a fast-paced environment.

Key Responsibilities


Monitor cloud infrastructure performance and reliability to ensure optimal service delivery
Automate deployment processes using Infrastructure as Code (IaC) tools like Terraform
Implement and manage CI/CD pipelines to streamline application releases
Collaborate with development teams to integrate DevOps practices into application lifecycles
Troubleshoot cloud architecture and application issues to ensure minimal downtime
Conduct security assessments and implement best practices to secure cloud environments
Document processes and maintain configurations and operational standards


Requirements

Skills & Qualifications

Experience:


3+ years of experience in cloud operations, DevOps, or system administration


Technical Skills:


Proficient with AWS services and cloud architecture
Experience with Infrastructure as Code (IaC) tools, particularly Terraform
Strong understanding of containerization technologies like Docker and orchestration tools such as Kubernetes
Familiarity with CI/CD tools such as Jenkins, GitLab CI, or similar
Knowledge of monitoring tools and log management solutions
Solid troubleshooting skills across cloud-based systems


Education:


Bachelor's degree in Computer Science, Information Technology, or a related field is preferred


Certifications (Preferred):


AWS Certified Solutions Architect or related cloud certification
DevOps or Kubernetes certifications are a plus


Personal Attributes:


Strong analytical and problem-solving skills
Excellent communication and collaboration skills
Ability to work in a fast-paced environment and handle multiple tasks


About Protera

Protera Technologies (www.protera.com) is a leading provider of total IT outsourcing solutions for SAP-centric organizations. Founded in the mid-1990s, we are pioneers in providing SAP services on the cloud, managing thousands of workloads across various cloud platforms. With headquarters in Chicago and offices in Greece and India, we are committed to delivering exceptional cloud hosting, application management, and professional services globally.

Benefits

Protera offers a variety of health and wellbeing programs. Benefit options include two PPO Medical plans, Dental, Vision, Health Savings Account, Flexible Spending Accounts, Dependent Care FSA, 401k retirement savings plan, company paid Life Insurance, Flexible PTO policy, Paid Holidays."
"DevOps Systems Engineer","TensorWave","Las Vegas, NV","https://www.linkedin.com/jobs/view/devops-systems-engineer-at-tensorwave-4338727303?position=21&pageNum=0&refId=a6vM9FZU54yRH5LeMf3gmg%3D%3D&trackingId=0qqLrHrqBz5IX0E%2FWO%2BqwA%3D%3D","At TensorWave, we’re leading the charge in AI compute, building a versatile cloud platform that’s driving the next generation of AI innovation. We’re focused on creating a foundation that empowers cutting-edge advancements in intelligent computing, pushing the boundaries of what’s possible in the AI landscape.

About The Role

We are seeking a highly skilled DevOps & Infrastructure Management Engineer to join our growing infrastructure team. This role is ideal for someone who thrives in hardware-centric environments, enjoys hands-on datacenter and system administration work, and can build reliable automation around large-scale infrastructure. You will be responsible for managing enterprise hardware, monitoring systems, network operations, infrastructure automation, and supporting our compute clusters across multiple data centers.

This role touches every layer of modern infrastructure—from bare metal provisioning, to OS and Kubernetes management, to monitoring and troubleshooting hardware. If you are detail-oriented, resourceful, and comfortable working with both low-level hardware systems and higher-level DevOps tooling, we’d love to talk.

Key Responsibilities

Hardware & Infrastructure Management


Manage and maintain enterprise-grade server hardware and infrastructure components.
Utilize out-of-band management systems (iLO, iDRAC, IPMI, Redfish, etc.) for remote operations.
Use automated hardware management tools (BMC/Redfish-based) to streamline provisioning and maintenance.
Perform hardware diagnostics and troubleshooting (CPU, memory, disks, PSUs, NICs, etc.).
Handle vendor interactions, including RMAs, part replacements, and inventory tracking.
Oversee datacenter hardware operations, including racking, cabling, PDU installation, and physical layout.


Datacenter & DCIM


Use Data Center Infrastructure Management (DCIM) tools for inventory, capacity planning, and environmental tracking.
Manage power delivery and consumption across racks and nodes.
Configure and monitor managed PDU systems for power cycling, monitoring, and alerts.
Collaborate with colocation providers on connectivity, power, security, and maintenance tasks.


Monitoring & Observability


Build and maintain infrastructure monitoring and alerting using tools such as Prometheus/Grafana, SNMP, Nagios, CheckMK, or similar platforms.
Implement automated alerting for hardware health, network status, power issues, and service-level metrics.
Create dashboards to give internal teams visibility into system performance and reliability.


Network Operations


Manage and configure firewalls, routing, and network segmentation.
Configure and troubleshoot VPN technologies (IPsec, OpenVPN, WireGuard).
Oversee subnetting, IP address allocation, and network architecture planning.
Configure managed switches, VLANs, port settings, and trunking.
Manage NAT, port forwarding, and related gateway/edge network configurations.


System Administration (Linux)


Install, configure, and manage Linux servers (Ubuntu/Debian preferred).
Perform system-level troubleshooting (boot issues, login problems, service failures).
Manage networking configuration (static IPs, DHCP).
Configure and maintain filesystems: partitioning, MD RAID, ext4/XFS, LVM, resizing/growing volumes.
Implement secure access using public key authentication and proper SSH hardening.
Manage certificates for internal systems, including issuance, revocation, HTTPS installation, and rotation.
Handle basic BIOS configuration relevant to bare metal provisioning or system bring-up.


Bare Metal Provisioning


Deploy and manage hardware provisioning tools such as MAAS, Foreman, or similar systems.
Configure and troubleshoot network boot mechanisms (PXE, UEFI Boot, HTTP Boot).
Automate provisioning pipelines to rapidly bring new nodes online.


Containerization & Orchestration


Work with Kubernetes clusters at a foundational level (cluster access, basic resource troubleshooting).
Deploy workloads using Helm charts and maintain cluster application lifecycle.
Assist with cluster scaling, node replacements, and security hardening.


Automation & Scripting


Write shell scripts (bash) for automation of system tasks, monitoring, or provisioning.
Use CLI tooling such as jq, sed, awk, grep, and rsync.
Optionally automate workflows using languages like Python, Go, PHP, or Perl.


Required Qualifications


Proven experience managing enterprise-grade hardware at scale.
Strong understanding of out-of-band management systems (IPMI/BMC/Redfish).
Hands-on expertise with monitoring systems (Prometheus, Grafana, SNMP, Nagios, CheckMK, or similar).
Solid knowledge of network administration, including firewalls, routing, VPNs, NAT, and managed switches.
Linux system administration experience (installation, configuration, troubleshooting).
Experience with filesystems, RAID, partitioning, and general storage management.
Familiarity with certificate management, key-based auth, and basic cryptographic functions.
Experience with bare metal provisioning (MAAS, Foreman, or similar).
Understanding of PXE/UEFI/HTTP boot systems.
Ability to write functional, maintainable bash scripts for automation.


Nice to Have


Experience with Kubernetes beyond the basics (operators, cluster scaling, CRDs).
Experience with Helm chart customization.
Familiarity with automation languages such as Python, Go, PHP, or Perl.
Previous datacenter operations or colocation management experience.
Exposure to high-availability or distributed compute environments.
Knowledge of infrastructure security and hardening practices.


What We Bring


Stock Options
100% paid Medical, Dental, and Vision insurance
Life and Voluntary Supplemental Insurance
Short Term Disability Insurance
Flexible Spending Account
401(k)
Flexible PTO
Paid Holidays
Parental Leave
Mental Health Benefits through Spring Health"
"DevOps Administrator","The Amatriot Group","Dallas, TX","https://www.linkedin.com/jobs/view/devops-administrator-at-the-amatriot-group-4310974393?position=22&pageNum=0&refId=a6vM9FZU54yRH5LeMf3gmg%3D%3D&trackingId=u%2FPYBucx35YLABr1kxDQ9Q%3D%3D","DevOps Administrator

Salary: $135,000 – 170,000

Contract Length: 12-month SOW

Location: Dallas, TX - in-office presence requirement 3 days weekly or more as needed


This represents the potential salary range for this position depending on education level, years of experience and/or certifications in addition to other position specific requirements which may impact salary


We’re seeking an experienced Administrator to join our Code Management team. The right candidate for this role will lead and execute strategic migrations, optimize CI/CD workflows, and drive infrastructure modernization. They will be critical in moving our automation ecosystem from legacy tools (Jenkins, Bitbucket, Automic) to GitLab, Ansible Automation Platform and Terraform, ensuring robust, scalable, and secure pipelines.

Required Skills And Experience


8+ years of experience in Administering different & complex applications and tools used in the Enterprise
Experience administering GitLab, Artifactory, Xray, & SonarQube
Experience with infrastructure-as-code tools (Terraform, Ansible, etc.)
Solid understanding of containerization (Docker) and orchestration (Kubernetes)
Familiarity with cloud platforms (AWS, Azure, IBM Cloud) and cloud-native tooling
Strong communication skills and a track record of cross-team collaboration
Knowledge of JFrog Artifactory, BitBucket / GIT, SVN and other SCM tools
Working knowledge of different Software Development Lifecycle Methodologies
Knowledge of desired state configuration, automated deployment, continuous integration, and release engineering tools like Puppet, Chef, Jenkins, Bamboo, Maven, Ant etc
Configure and manage GitLab Runners, Groups, Projects, and Permissions at scale
Harden GitLab for enterprise usage (SAML/SSO, LDAP, RBAC, backup/restore)
Design, implement, and optimize complex GitLab CI/CD pipelines using YAML best practices
Leverage Terraform, Ansible, or similar to provision and manage self-hosted GitLab and runners
Implement GitOps practices to manage infrastructure and environment configurations
Automate operational tasks and incident remediation via pipelines and scripts
Partner with application teams to onboard them onto GitLab workflows and best practices
Develop and maintain clear runbooks, wiki pages, and pipeline templates
Integrate monitoring (Prometheus/Grafana, ELK) for GitLab health and pipeline performance
Implement policies and guardrails to ensure code quality, compliance, and security posture
Troubleshoot and resolve CI/CD or migration-related incidents in a timely manner
Available for 24/7 On-call support


Preferred


A BS in Computer Science or equivalent work experience with good scripting/programming skills
GitLab Certified Administrator
Prior software experience with build management, configuration management and/or quality testing
Experience with SCM practices including Agile, continuous integration (CI) and continuous deployment (CD)


Team Culture

Our team is fast paced, fun, highly energetic, motivated and hardworking. We expect our candidates to be integrated into our results-driven and solution-oriented culture from the get-go. Our team attains high-quality results on challenging projects; the belief that outcomes are linked to one's effort rather than chance and the tendency to personally set challenging yet realistic goals."
"DevOps Engineer","Arize AI","United States","https://www.linkedin.com/jobs/view/devops-engineer-at-arize-ai-4332964631?position=23&pageNum=0&refId=a6vM9FZU54yRH5LeMf3gmg%3D%3D&trackingId=8vVampvuUEzsnC7p2JJFsQ%3D%3D","About Arize

AI is rapidly transforming the world. As generative AI reshapes industries, teams need powerful ways to monitor, troubleshoot, and optimize their AI systems. That’s where we come in. Arize AI is the leading AI & Agent Engineering observability and evaluation platform, empowering AI engineers to ship high-performing, reliable agents and applications. From first prototype to production scale, Arize AX unifies build, test, and run in a single workspace—so teams can ship faster with confidence.

We’re a Series C company backed by top-tier investors, with over $135M in funding and a rapidly growing customer base of 150+ leading enterprises and Fortune 500 companies. Customers like Booking.com, Uber, Siemens, and PepsiCo leverage Arize to deliver AI that works.

The Team

Our On-Prem engineering team is responsible for the deployment of Arize in customer environments. In addition to working with customers in defining infrastructure requirements, the team designs and develops software and tooling that enables the management of these systems at large scale. The On-Prem team has grown to be expert in Kubernetes and cloud deployment on GCP, Azure, and AWS as well as dealing with networking and security aspects of on-premise deployments. The team is dynamic and relies on few talented individuals with a high degree of autonomy and initiative.

What You’ll Do


Work hands-on with the infrastructure that supports our distributed & highly scalable services in both SaaS and on-prem offerings
Gather requirements from customers and adapt manifests and software to support new environments
Use and augment monitoring tools to observe platform health, ensure performance and reliability
Interact with the product team to test new features and package new on-prem releases
Automate and optimize the release pipeline to make it as frictionless as possible
Exhibit continuous curiosity for emerging technology that could solve our challenges


What will set you apart:


3+ years of experience as a DevOps Engineer, Cloud Engineer, Infrastructure Engineer or similar
Excellent communication skills and ability to work directly with customers to understand and address their infrastructure needs
Experience and fluency in Kubernetes
A self starter with an ability to thrived in a fast paced environment
Experience working with multiple cloud providers (AWS, GCP, Azure) and understanding how to adapt cloud-native architectures for on-premises environments
Strong troubleshooting skills


The estimated annual salary for this role is between $100,000 - $185,000, plus a competitive equity package. Actual compensation is determined based upon a variety of job related factors that may include: transferable work experience, skill sets, and qualifications. Total compensation also includes a comprehensive benefit package, including: medical, dental, vision, 401(k) plan, unlimited paid time off, generous parental leave plan, and others for mental and wellness support.

While we are a remote-first company, we have opened offices in New York City and the San Francisco Bay Area, as an option for those in those cities who wish to work in-person. For all other employees, there is a WFH monthly stipend to pay for co-working spaces.

More About Arize

Arize’s mission is to make the world’s AI work—and work for people.

Our founders came together through a shared frustration: while investments in AI are growing rapidly across every industry, organizations face a critical challenge—understanding whether AI is performing and how to improve it at scale.

Learn more about what we're doing here:

https://techcrunch.com/2025/02/20/arize-ai-hopes-it-has-first-mover-advantage-in-ai-observability/

https://arize.com/blog/arize-ai-raises-70m-series-c-to-build-the-gold-standard-for-ai-evaluation-observability/

Diversity & Inclusion @ Arize

Our company's mission is to make AI work and make AI work for the people, we hope to make an impact in bias industry-wide and that's a big motivator for people who work here. We actively hope that individuals contribute to a good culture


Regularly have chats with industry experts, researchers, and ethicists across the ecosystem to advance the use of responsible AI
Culturally conscious events such as LGBTQ trivia during pride month
We have an active Lady Arizers subgroup"
"DevOps Engineer","Sustainment","Austin, TX","https://www.linkedin.com/jobs/view/devops-engineer-at-sustainment-4335637240?position=24&pageNum=0&refId=a6vM9FZU54yRH5LeMf3gmg%3D%3D&trackingId=w59fhbeTgmPDAivGVhenfQ%3D%3D","Company Overview: Sustainment is an AI-native software platform that helps US-based manufacturers easily find and work with the critical suppliers they need to build and manage their supply chains. Our vision is to reimagine American manufacturing as a hyperconnected, secure, and resilient ecosystem of local and regional suppliers who can more easily connect, interact, and do business with the industry and government customers that rely on them. We are a dual-use technology platform that supports both DoD and commercial customers in pursuit of our vision.

Job Overview: We are looking for a DevOps/MLOps Engineer to drive the reliability, scalability, and performance of our AI-native procurement platform. The primary focus of the role is to build and maintain robust infrastructure, automate ML model deployment pipelines, and ensure database performance and reliability. You will be responsible for high-quality, secure deliverables that meet stringent compliance requirements (SOC 2, FedRAMP, CMMC Level 2) and for helping to create, evangelize, and enforce the standards necessary to meet team and company goals for operational excellence and mission-critical uptime.

Responsibilities:


Build partnerships and work collaboratively with engineering, AI, and product teams to meet shared objectives
Operate effectively in ambiguous situations, especially when scaling AI workloads and managing complex infrastructure transitions
Build and optimize DevOps pipelines including ML model training, versioning, deployment, monitoring, and retraining workflows
Administer and optimize PostgreSQL databases including performance tuning, query optimization, backup/recovery, and high availability configurations
Troubleshoot and resolve infrastructure, database, and pipeline issues in a resilient, performant manner
Implement and maintain infrastructure as code using tools like Terraform or Cloudformation
Monitor system health, performance, and database metrics using observability tools and respond to alerts proactively
Ensure security best practices and compliance requirements are met across all infrastructure and database layers
Participate in multi-resource projects in an agile environment
Evaluate and recommend industry standards, tools, and methods for DevOps, MLOps, and database management
Document infrastructure architecture, runbooks, and contribute to architecture reviews


Qualifications:


Bachelor's degree (computer science, engineering, or related) or equivalent work experience
2+ years of experience with cloud infrastructure (AWS preferred), container orchestration (Kubernetes), and CI/CD tools
2+ years of database administration experience with PostgreSQL or similar relational databases
Experience with ML model deployment, monitoring, and lifecycle management (MLOps)
Strong understanding of infrastructure as code (Terraform), GitOps practices, and declarative configuration management
Experience with security compliance frameworks (SOC 2, FedRAMP, or CMMC is a plus)
Product-driven mindset with deep empathy for internal developer experience and system reliability
Strong desire to work in a startup with interest to take on projects from zero to one with collaboration with the rest of the team
Love working hard and enjoy a fast-paced, ambiguous environment
Experience with distributed systems, microservices architecture, and reactive systems
Open mindset to exploring new tools and frameworks in the rapidly evolving DevOps/MLOps landscape
Passion for operational excellence and automation
Experience supporting cross-team efforts to roll out new infrastructure capabilities or ML features
Passion for learning and continuous improvement
Strong written and verbal communication skills, and ability to explain complex technical concepts
Experience working in a Scrum/agile environment
Experience with AWS GovCloud, defense/government sector compliance, or working in an early startup environment on SaaS products is a plus


Core Technologies:


AWS (including GovCloud), Kubernetes, Docker, Terraform
PostgreSQL
GitLab CI/CD, ArgoCD, Tilt
Model versioning, experiment tracking, ML pipeline orchestration
Datadog, CloudWatch
Python, Bash, experience with .NET ecosystem a plus
IAM, secrets management, encryption, audit logging, compliance automation


Sustainment offers a competitive benefits package for full time employees including medical, dental, vision, paid time off, company holidays, and 401K matching.

Sustainment is proud to be an equal opportunity employer. We provide employment opportunities without regard to age, race, color, ancestry, national origin, religion, disability, sex, gender identity or expression, sexual orientation, veteran status, or any other protected class.

Applicants must be authorized to work for ANY employer in the U.S. We are unable to sponsor or take over sponsorship of an employment Visa at this time.

Sustainment participates in E-Verify."
"Devops","The Dignify Solutions, LLC","Phoenix, AZ","https://www.linkedin.com/jobs/view/devops-at-the-dignify-solutions-llc-4347025595?position=25&pageNum=0&refId=a6vM9FZU54yRH5LeMf3gmg%3D%3D&trackingId=q4Rw4c9l8LicRPyDg2ohgg%3D%3D","Must have is


Associate should be in Phoenix from day 1 of the project
At least 5 years of experience in Devops area.
Strong skill in CI/CD pipeline, Jenkins, Github
Additional knowledge on any build related tools is an added advantage.


Java 8 knowledge

Docker

Kaffka

Kibana"
"DevOps Engineer I","Trustwell","Portland, OR","https://www.linkedin.com/jobs/view/devops-engineer-i-at-trustwell-4321600458?position=26&pageNum=0&refId=a6vM9FZU54yRH5LeMf3gmg%3D%3D&trackingId=%2F3o7FP0nMNdz8JS9k5SbgQ%3D%3D","Role{{:}} DevOps Engineer I

FLSA{{:}} Full Time | Exempt | Salaried | Remote

Reports to{{:}} Director of DevOps

Note{{:}} Candidate preferred to reside in PST. If not, candidate will be required to support PST working hours.

Trustwell is looking for ambitious, energetic problem-solvers who enjoy a fast-paced team environment filled with challenges and career growth opportunities in a rapidly growing tech firm. Trustwell is on a mission to change the food industry. Combining FoodLogiQ's supply chain management software with Genesis' nutritional analysis and label development solution, the Trustwell Connect platform creates the food industry's only full-scale solution connecting product development and regulatory-compliant labeling with supplier compliance, enhanced traceability, and automated recall management. From food and supplement manufacturers to retail grocers and restaurant chains, more than 2,500 food companies around the world use Trustwell software as their trusted source for compliance and quality solutions in the food industry. For more information, visit www.trustwell.com.

Scope of Position{{:}} The DevOps Engineer I will be part of a dynamic and agile team responsible for building and maintaining the platforms, systems, and services that power our customer-facing products. Working closely with Software Engineers and Engineering Leadership, you'll help shape architecture, implement best practices, and stay ahead of the curve in DevOps principles. You'll champion operational excellence and continuous improvement across the team.

Essential Duties & Responsibilities include but not limited to{{:}}


Contribute actively to an Agile delivery team, ensuring consistent, high-quality, and reliable software releases.
Collaborate closely with developers and cross-functional partners to design, build, and deploy best-in-class, scalable software solutions.
Champion an automation-first, code-centric mindset, driving efficiency and consistency across deployment, monitoring, and maintenance processes.
Support production operations through participation in incident response, troubleshooting, and on-call rotations to maintain system reliability and uptime.
Develop, implement, and maintain monitoring and alerting tools to ensure optimal application performance, health, and availability.
Design infrastructure and deployment solutions with scalability, resilience, and long-term maintainability as core principles—avoiding short-term workarounds.
Proactively identify and eliminate operational bottlenecks and unnecessary complexity, contributing to continuous improvement initiatives.
Engage in architectural reviews and solution design discussions, providing input that enhances performance, reliability, and security.
Perform other related duties as assigned, contributing to the overall success of the DevOps function and technology organization.


Education/Experience{{:}}


Bachelor's degree in Computer Science, Engineering, or a related field required. Will consider relevant experience/certifications in lieu of degree.
2+ years of experience in an SRE (Site Reliability Engineer) or equivalent engineering role
2+ years of experience as a DevOps Engineer or in a similar capacity
3+ years of hands-on experience managing and supporting production cloud environments (AWS, Azure, or GCP)
Extensive experience with DataDog, including APM, RUM, Synthetic Monitoring, Infrastructure Monitoring, and Dashboard development


Required Skills/Abilities{{:}}


Strong, hands-on experience with Infrastructure-as-Code (IaC) and configuration management tools such as Terraform, CloudFormation, and/or Ansible
Proven experience designing and managing cloud architectures in AWS and Microsoft Azure, with expertise in containerization and orchestration (Docker, Kubernetes, etc.)
Demonstrated experience building, maintaining, and optimizing CI/CD pipelines using tools such as CircleCI, TeamCity, GitHub Actions, or Jenkins
Background in delivering infrastructure initiatives within an Agile development environment
Collaborative mindset with the ability to partner effectively across cross-functional teams to achieve shared goals
Strong ""automation-first"" mindset with a focus on scalability, reliability, and efficiency


Total Rewards Package{{:}}


Full healthcare benefits, including medical, dental, and vision.
Supplemental benefits, including STD, LTD, HSA, 401k, etc.
Responsible Time Off (PTO) + Holiday Pay
Excellent culture, growth opportunities, plus much more...


What to expect - the Hiring Process!


Interview with Human Resources
Interview with Hiring Manager
Peer Panel Interview(s)
Offer of Employment (Background Screening/References)


Hiring Eligibility{{:}} This is a fully remote position open to candidates located anywhere within the United States. Eligibility to work remotely is subject to company policy and applicable state laws. Candidates must have work authorization to work for any U.S. based employer. Please note that certain benefits, taxes, or employment terms may vary by state.

Compensation{{:}} The compensation for this position starts at $80,000 per annum, with the potential for higher placement based on a candidate's experience, education, and overall qualifications. In addition to base salary, this role is bonus eligible—up to 10% annually, contingent on company performance and achievement of organizational objectives.

Trustwell is an equal employment opportunity employer committed to hiring and retaining a diverse workforce. Applicants receive fair and impartial consideration without regard to race, sex, sexual orientation, gender identity, color, religion, national origin, age, disability, veteran status, religion, or other legally protected class. If you need accommodation for any part of the employment process due to a medical condition, or any disability, please contact a member of our human resources team.

Acceptable Background and References Required; Upon any conditional offers made by Trustwell.

Equal Opportunity Employer/ DFWP/ Affirmative Action"
"DevOps Engineer","OVA.Work","Alpharetta, GA","https://www.linkedin.com/jobs/view/devops-engineer-at-ova-work-4338475165?position=27&pageNum=0&refId=a6vM9FZU54yRH5LeMf3gmg%3D%3D&trackingId=fKh6rwkEgdcRHSxUWRR1bw%3D%3D","Job Title: DevOps Engineer

Location: Remote

Employment Type: Full-Time

Job Summary

We are looking for a skilled DevOps Engineer to join our technology team. The ideal candidate will design, implement, and manage CI/CD pipelines, automate infrastructure, and ensure smooth deployment processes across development and production environments. This role requires strong knowledge of cloud platforms, containerization, and scripting.

Key Responsibilities


Design, build, and maintain CI/CD pipelines for application deployment.
Automate infrastructure provisioning using tools like Terraform or Ansible.
Manage containerized environments using Docker and Kubernetes.
Monitor system performance and implement proactive solutions for scalability and reliability.
Collaborate with development and operations teams to streamline workflows.
Ensure security and compliance in cloud and on-prem environments.
Troubleshoot and resolve issues in production and staging environments.


Qualifications


Bachelor's degree in Computer Science, Engineering, or related field.
25 years of experience in DevOps or related roles.
Proficiency in cloud platforms (AWS, Azure, GCP).
Hands-on experience with CI/CD tools (Jenkins, GitLab CI, GitHub Actions).
Strong knowledge of containerization (Docker, Kubernetes).
Familiarity with Infrastructure as Code (Terraform, Ansible).
Scripting skills in Python, Bash, or similar languages.


Preferred Skills


Experience with monitoring tools (Prometheus, Grafana).
Knowledge of security best practices in DevOps.
Familiarity with microservices architecture.


Benefits


Competitive salary and performance bonuses.
Health insurance and retirement plans.
Flexible work options and professional development opportunities."
"DevOps Engineer (JIRA)","Rubix Solutions","Washington, DC","https://www.linkedin.com/jobs/view/devops-engineer-jira-at-rubix-solutions-4335995983?position=28&pageNum=0&refId=a6vM9FZU54yRH5LeMf3gmg%3D%3D&trackingId=D7zCwi59KqXK1oLdGUld9w%3D%3D","The DevOps Engineer (specifically Jira Platform Engineer) will serve as the technical owner of our Jira SaaS in government cloud, and is responsible for administering, configuring, and integrating the application within our enterprise technology ecosystem. This position plays a pivotal role in consolidating our collaborative planning tools—transitioning from Azure DevOps (on-prem) and GitLab (on-prem) to Jira—while enabling and scaling Agile practices across the organization.

The ideal candidate is both technically proficient and strategically minded, with a strong understanding of Agile methodologies, DevSecOps workflows, and enterprise system

integration.

Responsibilities


Administer, configure, and optimize Jira SaaS to meet enterprise project management and Agile delivery needs.
Design and maintain custom workflows, issue types, screens, fields, and automation rules aligned with organizational Agile frameworks and guidelines.
Manage user permissions, group roles, and security schemes to ensure governance and compliance.
Monitor Jira license utilization, user growth, and application usage to ensure efficient use of subscriptions.
Collaborate with procurement teams to support renewal, optimization, and budget decisions.
Design, implement, and maintain seamless integrations between Jira with other enterprise systems, such as GitLab (source control & CI/CD), and ServiceNow (ITSM), using Okta,REST APIs, webhooks, middleware, and scripting.
Automate data synchronization across platforms to support traceability from planning to release.
Troubleshoot and optimize integration pipelines to ensure performance, security, and Scalability.
Partner with infrastructure and cybersecurity teams to align integrations with enterprise security and compliance standards.
Develop and maintain technical documentation, standards, and best practices.
Partner with the Agile Transformation Office to translate Agile practices into effective Jira configurations and usage patterns.
Provide technical guidance and mentoring to Scrum Masters, Product Owners, and teams on best-practice tool utilization.
Support reporting and analytics initiatives, ensuring reliable Agile metrics (velocity, burndown, cycle time, etc.).


Requirements


Must be able to obtain and maintain Moderate Risk Public Trust (MRPT) facility credentials/authorization. Note: US Citizenship is required for MRPT facility credentials/authorization at this work location.
Bachelor’s degree in Computer Science, Information Systems, or a related field (or equivalent experience).
3+ years of hands-on experience administering and/or engineering Jira (Self-hosting or SaaS).
Proven, hands-on experience developing custom integrations with enterprise platforms, especially GitLab and ServiceNow.
Proficiency in scripting (Python, PowerShell, or JavaScript) and REST API integration.
Strong understanding of Agile methodologies (Scrum, Kanban, SAFe) and DevSecOps principles.
Experience in enterprise migrations from Azure DevOps or similar tools to Jira.
Familiarity with Atlassian ecosystem (Confluence, Bitbucket) and marketplace apps.
Experience working in a DevSecOps or Platform Engineering environment.
Experience with information security, privacy, and risk assessment standards including FISMA, SOX, FedRAMP, etc. is preferred.
Federal government experience is preferred.
Atlassian Certified Professional (ACP-620, ACP-120, or equivalent) preferred."
